,index,product_id,description,details,name,brand_category,is_work,is_nightout,is_daytonight,is_vacation,is_workout,is_weekend,is_coldweather
3521,6061,01E601N0MZ9XYK8TP9VTK2YNQM,unknowntoken,woman jewelry necklace unknown name detail dtype object,yara sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3522,6064,01E601QRDF55MCAE06CAVXXE1E,tiny stud punctuate strap comfort focused slide set supportive wedge styled signature contoured cork footbed day comfort,woman clothing dress unknown name detail dtype object,namica wedge slide sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3523,6068,01E2P1NN8701HPGZJNY896VKB8,distressed leather sandal made birkenstock legendary footbed mimic shape foot provides excellent support,unknown unknown name detail dtype object,arizona sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3524,6074,01E2P4ESVVNDGK49VAYQABYA2V,legendary birkenstock footbed topped adjustable strap birko flor soft fabric smooth leather like finish,saks beauty place tool accessory makeup unknown name detail dtype object,madrid birko flor sandal,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3525,6075,01E2P5AY1YYY8VBRWM9HBQX197,legendary comfort minded shoe designed supportive molded footbed take athleisure trend big way mega chunky sole optic white,woman unknown name detail dtype object,boston platform sole mule,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3526,6076,01E2P5B7XF1XZHBB6CSQQRD8VN,cork latex footbed made germany ensures proper weight distribution support classic clog designed comfort,woman accessory unknown name detail dtype object,boston clog,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3527,6080,01E5ZXE7F29GR5MNA1518CASBD,shimmery metallic leather upper paired birkenstock legendary footbed mimic shape foot provides excellent support,woman jewelry bracelet unknown name detail dtype object,arizona sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3528,6089,01E2P0SJSKFKNQJ5SVQ8MD1JZT,combat boot get extra dose attitude three thick strap lace secured chunky logo embossed clasp,woman clothing skirt unknown name detail dtype object,fenimore triple buckle boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3529,6090,01E2P18TW28XHBGEHZ8PQF6PT2,durable waterproof construction defines classic boot set signature lug sole,unknown unknown name detail dtype object,iowa waterproof plain toe boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3530,6091,01E2P0TY57BAVK1K7H7W71D7QF,lofty platform sole amplifies retro cool attitude lace boot fashioned smooth burnished leather,woman jewelry earring unknown name detail dtype object,jadon hi platform boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3531,6092,01E2P0VCX984FW8ZGR7A7A9FGS,iridescent finish highlight croc embossed leather refined take classic rocker chic boot,woman clothing skirt unknown name detail dtype object,croc embossed boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3532,6093,01E2P1AGGMP1AMAC89VCEDSMZM,glittery finish put glam twist lace boot grounded signature lugged platform sole,kid designer shop kid boy todd unknown name detail dtype object,sparkle boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3533,6094,01E2P322Q75CDR8SN60AZA1CAK,buckle strap lugged platform sole make slide sandal street chic style standout,men store apparel casual button shirt unknown name detail dtype object,blaire platform slide sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3534,6096,01E2P4X9MR6KSDTDCNW9BD1ZB5,classic boot beloved grunge generation get updated array contemporary print trim finish,jewelry accessory accessory belt unknown name detail dtype object,pascal boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3535,6097,01E2P4DEKTACR7X7HNJNFB6CXN,thick quad retro sole boost smooth leather mid calf boot rewind profile,men unknown name detail dtype object,jadon boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3536,6098,01E2P34765NMHF3DB4XNFYEX0D,chunky quad retro platform sole enhances throwback vibe iconic lace boot shaped smooth burnished leather,woman jewelry earring unknown name detail dtype object,jadon platform boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3537,6102,01E2P4H7PAVDP3YPDBN16CF2NY,start stomping next punk show edgy combat boot bright tartan moody black ombr,unknown unknown name detail dtype object,plaid ombr combat boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3538,6103,01E2P30P9XBQYGY0G4AD8KNYJD,slip resistant sole ground beefy british boot built durable leather fitted cushioned footbed,men apparel unknown name detail dtype object,pascal plain toe boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3539,6104,01E5ZTD9B5MN7J6BSFN4MBK2JP,monochromatic floral embroidery softens tough girl attitude classic utilitarian boot grounded sturdy lugged sole,woman clothing dress unknown name detail dtype object,vonda embroidered bootie,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3540,6105,01E600W4EVRC2HS4PFFYYGBZG8,iridescent crackle finish brings glam update throwback boot kicked chunky quad retro platform sole,woman jewelry earring unknown name detail dtype object,molly crackle boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3541,6106,01E5ZT3BDTEAYZ05T6Q0XXV88S,iridescent crackled finish brings modern glam beloved boot still retains tough punky character iconic lug sole,woman clothing pant unknown name detail dtype object,pascal lace boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3542,6107,01E605N11A9X2GK8K9H74Y139F,signature brand detail like gold welt stitching grooved tread lift buckle strap slide sandal make edgy contrast lightweight ensemble,men store accessory bag leather good key r unknown name detail dtype object,voss slingback platform sandal,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3543,6108,01E600KQGPBRAE0T3DZ67GXXN0,hello kitty detail add fun cartoon motif classic dr,woman clothing top unknown name detail dtype object,x hello kitty platform oxford,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3544,6109,01E605V9DS41A82YRVHYP8CE2P,crackle finish brings glam update beloved boot still retains tough punky character iconic translucent sole,woman jewelry ring unknown name detail dtype object,chaos boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3545,6126,01E2P4FVRSRG80MJCMDDH0GEF7,faux shearling lining brings hint vintage attitude classic chelsea boot featuring cushioned insole sturdy lugged sole,unknown unknown name detail dtype object,faux shearling chelsea boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3546,6127,01E2P1CB6JYNABGE466YRKCVBK,clean topstitching contrast sole add sporty touch iconic boot still retains tough punk inspired character signature lug sole,woman clothing top unknown name detail dtype object,pascal lace boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3547,6129,01E2P6B12N2NDW9S25AWW6PEY6,vibrant floral embroidery softens tough girl attitude classic utilitarian boot grounded sturdy lugged sole,woman bag travel bag unknown name detail dtype object,vonda embroidered bootie,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3548,6130,01E2P0C037F5P9D9S5DGYTAREA,signature sole ground offbeat style iconic lace boot,men store apparel underwear sock underwear unknown name detail dtype object,boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3549,6131,01E2P0EXBE78AF5XNH54NNZPDB,iconic leather boot feature updated styling maintaining air cushioned comfort chunky lugged sole punk attitude original,woman clothing top unknown name detail dtype object,w boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3550,6132,01E2P55QYNGJ5T0QN1TZ76KJS3,exposed front zip heightens edgy attitude beloved boot signature tough punky character yellow stitched pvc sole,woman clothing skirt unknown name detail dtype object,pascal front zip boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3551,6133,01E2P2GP9E1KG4EC51R9HYVT06,signature pull loop chunky sole bright yellow stitch give grunge cred strappy sandal finished cushy contoured footbed,saks beauty place color lip lip care unknown name detail dtype object,blaire sandal,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3552,6134,01E2P46J4Q5AHNC9FQBE384YB8,classic boot beloved grunge generation get updated array contemporary print trim finish,men store accessory tie pocket square tie unknown name detail dtype object,pascal boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3553,6135,01E2P5WV70XZR7DW1GH8WSYP8Q,smooth leather fashion classic lace oxford comfortable round toe heavy duty outsole,woman unknown name detail dtype object,w oxford,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3554,6136,01E2P0JHH08VCA8KJNKF05PW0X,feminine detail like slim silhouette high platform heel balance rugged rebellious style contemporary leather combat boot,collection fragrance unknown name detail dtype object,leona heeled boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3555,6137,01E2P3EQYRAPDB80KNHJMS1DV5,unknowntoken,kid baby month infant boy bottom unknown name detail dtype object,vonda lace boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3556,6138,01E60392C1W2Q0T6QB9KT7ZEXP,gladiator done angst sandal styled four thick strap given signature touch like gold welt stitching grooved platform,woman clothing top unknown name detail dtype object,clarissa ii platform sandal,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3557,6141,01E5ZTW7T1ZXFYTEJ67B1VYESS,summery chic made effortless satiny charmeuse dress fashioned tiered skirt wide covered buckle belt whittling waist,woman clothing dress unknown name detail dtype object,chain print belted midi dress,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3558,6143,01E5ZSA1C8Q9TG9KAW02QJCNQ1,woven espadrille sole give summer chic style classic slip,woman clothing coat unknown name detail dtype object,khloe genuine calf hair espadrille flat,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3559,6145,01E5ZVCDWQP0TS6MC0G8J5PQ2D,delicate logo charm adorns bow trimmed toe charming ballet flat,woman unknown name detail dtype object,felicia flat,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3560,6147,01E5ZV41XSWB2SW6AY65QX8G7N,unknowntoken,woman jewelry necklace unknown name detail dtype object,sonja genuine calf hair flat,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3561,6148,01E5ZT8HS0B2BWPNXHW25JW6EK,perfect sunny day look swingy chiffon frock lively print sweetly smocked detail,men unknown name detail dtype object,high neck sleeveless smocked dress,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3562,6149,01E5ZSJJ173J8BJN7H0MBQ59NC,layered platform sole lift timeless low profile sneaker adjustable strap vamp,woman jewelry earring unknown name detail dtype object,spence platform sneaker,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3563,6150,01E5ZV739JY8FH60HPN34C80DN,rounded stud punctuate strap cage inspired sandal,woman jewelry bracelet unknown name detail dtype object,eavan studded sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3564,6151,01E5ZT29N681W2BJ462AWK9TMG,official coat international spy cool girl everywhere iconic khaki trench get cute update bow tied cuff,woman jewelry ring unknown name detail dtype object,double breasted trench coat,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3565,6152,01E5ZTBXC4VJR74VNHY70HNC8B,oversized cat eye frame make sunglass street chic standouts day week,woman jewelry necklace unknown name detail dtype object,mm oversize cat eye sunglass,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3566,6154,01E5ZVE3PN6ERPQWYC78Y02ZXX,dainty strap choice fresh color texture cage foot sweet sassy kitten heel,jewelry accessory accessory wrap scarf long unknown name detail dtype object,judy strappy slingback sandal,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3567,6155,01E601ER8C6BB83S2QE58YQS2G,angular cat eye frame add contemporary cool style oversized statement sunglass,home hi tech home pillow throw unknown name detail dtype object,mm oversize cat eye sunglass,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3568,6156,01E601ZHMRJ28ZC6G6391606T1,crisscrossed strap platform sole amplify sporty chic style go slide sandal,woman apparel maternity unknown name detail dtype object,audrea slide sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3569,6157,01E6022ED1DJPR5Z00SK5WV093,gleaming hardware embellishes buckle pointy toe fashionable mule lifted tapered heel,woman jewelry pendant unknown name detail dtype object,janessa mule,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3570,6159,01E6039GYYW73J264GG3X14XFJ,clean classic skinny jean cut stretchy denim lightly whiskered indigo wash go everything,woman unknown name detail dtype object,stiletto high rise skinny jean,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3571,6160,01E5ZZZ8QMPDTT6TEAGARJB19J,strategically distressed sole add distinguished style lace sneaker instantly upgrade everyday look,woman jewelry bracelet unknown name detail dtype object,tilma sneaker,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3572,6161,01E5ZYR2DJ10VR26RHBGSDZ5G9,everlastingly stylish mildly heeled orsay pump sleek chic perfection,woman jewelry necklace unknown name detail dtype object,jaina pump,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3573,6162,01E6036T09MEHXNM46FDQR0R97,geo cutout bring fresh distinctive attitude bridge classic slide sandal fitted comfortably cushioned footbed,men store apparel sportscoats blazer gift unknown name detail dtype object,bay cutout slide sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3574,6163,01E5ZYS993SAEXS5Q67V7FNBGW,gradient lens amplify classic style essential aviator sunglass,unknown unknown name detail dtype object,mm gradient aviator sunglass,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3575,6164,01E602M9ZYRTPSRTB8RE0CY2ZF,sleek matte rain boot channel classic chelsea style providing carefree puddle jumping ease,unknown unknown name detail dtype object,tinsley waterproof rain boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3576,6165,01E5ZZZ427YZGKQ4FYEJJEEBE7,crisscrossed strap platform sole amplify sporty chic style go slide sandal,jewelry unknown name detail dtype object,audrea slide sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3577,6166,01E5ZYJDA10JE4HD6AK8R8DYHQ,subtle western inspired overlay front cute lil dogie boot styled pointy toe cool stacked heel stretchy covered goring,woman accessory scarf unknown name detail dtype object,winona bootie,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3578,6167,01E60251QP83A6R2ZJN3N3HA35,jacket season urban town adventure cotton twill utility style equipped quartet flap pocket,woman jewelry earring unknown name detail dtype object,safari cotton jacket,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3579,6168,01E5ZZC62SRX791EM77SV8JQBH,gently flared hem lends playful movement timeless little black dress classic halter neckline,woman sale woman unknown name detail dtype object,halter line dress,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3580,6169,01E5ZYHZA7186DVWEJ99Q4D2PM,bold angular frame enhance statement making style oversized sunglass fitted gradient lens,woman jewelry necklace unknown name detail dtype object,mm gradient oversize square sunglass,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3581,6170,01E5ZZK6SG0DQ8MSPF1G6CASXV,lug sole toughens trend forward boot ready anything glamping hike uptown,unknown unknown name detail dtype object,tamia lace hiking boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3582,6171,01E5ZZBX36SCR1M576SWRGKEAA,slender strap ascends dramatically buckle detailed pointy toe pump styled breezy open side bold monochromatic coloring,woman clothing top unknown name detail dtype object,harper strap pump,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3583,6172,01E602AD5S1T860JCGWGH72ED9,striking western inspired overlay highlight sharply pointed toe urban cowgirl bootie kicked angled stacked heel,unknown unknown name detail dtype object,ilah pointy toe bootie,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3584,6173,01E5ZYRTQWMAVQYFMZGBTRAX1V,faux fur collar add extra texture sophistication tough yet chic lugged sole boot,woman jewelry necklace unknown name detail dtype object,bowen faux fur trim bootie,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3585,6174,01E5ZY6YW6YBPGD3DZRHM7BM38,foot skimming pointy toed necessity sleek chic shoe sits atop slightest heel,unknown unknown name detail dtype object,sally flat,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3586,6175,01E5ZZFPCJK97GNSHJ5JEBSN86,vibrant floral embroidery top paneled ruffled mesh overlay flared dress infusing flower power prettiest kind,woman jewelry bracelet unknown name detail dtype object,embroidered mesh dress,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3587,6179,01E5ZYP7V5HZ76E2YR6TYS735W,water resistant parka covered inclement weather adjustable hood snap placket elasticized cuff,woman unknown name detail dtype object,hooded water resistant parka,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3588,6180,01E6027SVEDTXGB9QNPW38BC2J,polished stud illuminate gladiator strap standout casual sandal,unknown unknown name detail dtype object,juniper studded gladiator slide sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3589,6181,01E601X8DENDCXRT9X78PQ5ZG4,classic denim trucker right fade always style matter season,unknown unknown name detail dtype object,tansy denim trucker jacket,unknown,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3590,6182,01E5ZYMPSQ60Y2G2DG1K164RBD,polished metal dome stud lustrous imitation pearl bring eye catching texture dimension lightly cushioned slide sandal,woman unknown name detail dtype object,bay embellished slide sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3591,6183,01E5ZYN5JR3ZYG7EYCTED5NWXV,pointed toe mule unconventionally pieced covered snake patterning fresh contemporary look,sweater unknown name detail dtype object,seena mule,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3592,6184,01E600Z5W1AJMZCR2GZ68YBWKR,colorful embroidered bloom brighten gauzy sleeveless midi cut drapey handkerchief hem,unknown unknown name detail dtype object,embroidered handkerchief hem mesh midi dress,unknown,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3593,6185,01E60147E42AEQ0FFVVHAGXHGJ,unknowntoken,kid toy kid toy educational discove unknown name detail dtype object,mm tortoise cat eye sunglass,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3594,6186,01E5ZY6GAAAK67R3A6DT18ZNX2,cocktail lbd corded floral lace turn romance date night lavish bow tethering cutout back,unknown unknown name detail dtype object,bow back lace sheath dress,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3595,6187,01E6011XX4K8SYDEYGSR2QNC2J,color blocked design detail low profile multitexture sneaker set bumper sole,unknown unknown name detail dtype object,enna sneaker,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3596,6188,01E601J3WFCAKHMQV9A74TRBMP,polished stud highlight wide ankle strap rocker chic take high top sneaker,woman jewelry earring unknown name detail dtype object,resnie high top sneaker,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3597,6190,01E602AHPF1KCAYM94SX5PASM5,accordion pleat bring eye catching movement gently flared midi skirt halter inspired dress sleeveless blouson bodice,woman clothing top unknown name detail dtype object,pleated chiffon midi dress,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3598,6191,01E60236VAR47RA3N38FXT51C4,step sophisticated style shapely pump lifted slender stiletto heel,woman jewelry ring unknown name detail dtype object,danna pointy toe genuine calf hair pump,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3599,6192,01E601YYG86YFA18JXFSM785ZP,slim metal frame tortoiseshell accent bring touch sophistication classic aviator,unknown unknown name detail dtype object,mm navigator aviator sunglass,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3600,6193,01E5ZZSM5CFYP06NCWW6B2EBX0,braided trim wrapping sole add subtle rustic style strappy sandal ready weekend,woman clothing swimwear unknown name detail dtype object,cristan sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3601,6194,01E601VQKS925RPNEJ1AT6E8E5,fresh flower fierce leopard combined one sweet georgette dress balloon sleeve asymmetrical flounced hem adding charm,woman accessory hair accessory unknown name detail dtype object,floral leopard faux wrap dress,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3602,6197,01E5ZZV0G1WMY8EK45K7YGZVK6,slimmed heel loft sleek pointy toe mule perfect going work meeting dinner friend,unknown unknown name detail dtype object,addilyn pointed toe mule,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3603,6198,01E5ZZS5KM168NRDV7A44FTSCJ,lavish lace gracefully adorns shapely sheath sure wow night,unknown unknown name detail dtype object,lace sheath dress,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3604,6200,01E5ZYN0NDB1DNR9QFFHJG9D6X,fiercely stylish pump pointy toe slim ankle strap criss cross back finished logo buckle willowy stiletto heel,men unknown name detail dtype object,deana ankle strap pump,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3605,6201,01E602V11225T1MBP2A30HKJT3,clean white platform bumper sole ground lace mesh sneaker livened allover patterning,woman clothing dress unknown name detail dtype object,edelyn sneaker,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3606,6202,01E5ZS3KFJXNW8GPGE15HD15DA,cozy puffer cold weather commute thoughtfully quilted streamline silhouette visually nip waist,woman jewelry earring unknown name detail dtype object,hooded packable puffer coat,unknown,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3607,6203,01E5ZS8VZ4DPCBZEJ5X0K40S42,minimal detailing elevates wear everything versatility double band slide sandal crafted flat sole cushioned footbed,woman jewelry necklace unknown name detail dtype object,gala two strap slide sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3608,6204,01E605BVJ61V9R63FPQKNS4MVF,dramatically pointed toe curved vamp distinguish scene stealing bootie,sale woman top tee unknown name detail dtype object,hilty bootie,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3609,6205,01E603MH881N3NE02PD9Z0SBCH,striking slide sandal make wave thick leather strap small subtle cutout,woman unknown name detail dtype object,genesis sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3610,6207,01E605EX4V4GZZ90N5YWEJ2E4B,well cushioned sandal add bit edge everyday wear snake embossed leather ball chain trim contrast sawtooth sole,unknown unknown name detail dtype object,annalise platform sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3611,6209,01E605HYYBJFE2HKMX4TZPQGBH,modern take traditional lace svelte sheath covered combination scalloped bloom circular inset show glimpse skin,woman clothing pant unknown name detail dtype object,lace sheath dress,unknown,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3612,6210,01E603QDR182E0Q8VM3Z27H2W8,saturated black wash add lean leggy look ankle grazing skinny cut fit like second skin soft stretch denim,sale woman top tee unknown name detail dtype object,kitten ankle skinny jean,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3613,6211,01E60479XAWXR1ZF0RK4T65SJX,kitten heel impeccably pointed toe make pump instant classic,woman clothing top unknown name detail dtype object,dori pump,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3614,6212,01E604SZWZTXECZTQ31XZ6EG7X,classic stiletto add leg lengthening lift timeless appeal elegant pointy toe pump,woman jewelry earring unknown name detail dtype object,hazel pointy toe pump,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3615,6213,01E604W7CPGNMFSEGXE5K5N8KD,bold oversized frame put contemporary chic spin statement making cat eye sunglass,woman clothing top unknown name detail dtype object,mm oversize cat eye sunglass,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3616,6215,01E5ZXTR0995VQ2AQP3A8SB6GV,slender strap bridge toe encircle ankle barely sandal lifted leg lengthening stiletto,gift treat unknown name detail dtype object,ariella ankle strap sandal,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3617,6217,01E5ZWTJ5HSKYCB1NMWAN3Y4FH,timeless wardrobe staple classic loafer updated backless low profile silhouette finished slender gleaming bit vamp,unknown unknown name detail dtype object,laurna mule,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3618,6218,01E5ZXCCWA30972C491357Q6AX,showered stardust belted waist festive dress ready hit cocktail party circuit,unknown unknown name detail dtype object,sparkle long sleeve faux wrap dress,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3619,6219,01E5ZVRSPEGGBD8BW0B0JVTDCY,mini sawtooth tread raw edge leather construction spark simple sneaker make clean foundation every look dream,woman jewelry ring unknown name detail dtype object,poppy sneaker,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3620,6220,01E5ZWB96QS7PEDNQ2NBQ239EB,slim strap knotted toe elegant sandal lofted tapered heel secured ankle,woman unknown name detail dtype object,adaline ankle strap sandal,unknown,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3621,6221,01E5ZXZ5V17NZ8WX8S1RFP3Z3M,curvy cross strap buckle wrap side sharp pointy toe pump lifted slim hourglass heel,woman clothing top unknown name detail dtype object,hinda pointed toe pump,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3622,6222,01E5ZVN9HY3J1SDMHH74MMRST9,glimmering buckle hardware stand strap sleek slide grounded sporty razor lugged sole,men unknown name detail dtype object,ariane platform slide sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3623,6223,01E5ZWE0KHFAHFJGY7MACQ4PRV,complete look classically cool style full coverage aviator sunglass,men men unknown name detail dtype object,mm aviator sunglass,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3624,6225,01E5ZXVZ6Z2SMV4GHPYHB174R9,scalloped strap toe defines barely look must sandal elevated covered block heel,woman apparel sale apparel unknown name detail dtype object,odila sandal,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3625,6226,01E5ZWA6MDFVN0CXS4DNSS0DFH,chic cocktail dressing made effortless comfy straight cut shift slightly ballooned sleeve silvery shimmer v neckline cuff,unknown unknown name detail dtype object,metallic trim long sleeve shift dress,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3626,6227,01E5ZXXYHY0V86KGA546G75VYM,keep look cool classic sleek full coverage aviator sunglass,shirt tee unknown name detail dtype object,mm aviator sunglass,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3627,6229,01E5ZVVVBCXN8CGDZWWDPM6917,modern minimalist essential ankle strap sandal set chunky wrapped heel serf versatile go style,woman clothing top unknown name detail dtype object,yaro ankle strap sandal,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3628,6231,01E5ZWH74CNG1G1T4A1CRJ2MWA,airy waistline cutout catch eye irresistibly sweet sheath blanketed lovely allover lace,woman jewelry ring unknown name detail dtype object,cap sleeve lace sheath dress,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3629,6232,01E5ZVYRGWT35PMKMSDNGDDPN2,woven espadrille sole give summer chic style classic slip,unknown unknown name detail dtype object,khloe espadrille flat,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3630,6234,01E60625QT93EPV3EBE2EPHCJC,scarf like knotted accent strappy vamp enhances fun leisurely vibe topstitched leather sandal,unknown unknown name detail dtype object,bay strappy scarf knot slide sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3631,6236,01E6071MFF2JPRSZSXAFZZF2GR,fresh neutral texture breathe life sandal knotted ankle strap toe loop stacked half moon heel,men apparel men sale apparel unknown name detail dtype object,isle strappy sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3632,6237,01E6076GTCE5P3VH76VWJH4MY9,woven espadrille sole extends chic summery style classic slip flat,woman unknown name detail dtype object,krissy espadrille flat,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3633,6238,01E6070VRWB5CXSBDCFNWB2NMF,step sophisticated style shapely pump lifted slender stiletto heel,woman clothing skirt unknown name detail dtype object,danna pointy toe pump,unknown,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3634,6240,01E606BFEM7AG619ERCY9Q7XRB,flat headed stud roped ball bearing trace contour pebbled combat boot set lugged sole cinched shaft two buckle cuff,unknown unknown name detail dtype object,jennifer studded combat boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3635,6241,01E607678BJMRFEZB4AVSTSCSB,unknowntoken,unknown unknown name detail dtype object,belted pliss shift dress,unknown,0.0,1.0,0.0,0.0,0.0,0.0,0.0
