,index,product_id,description,details,name,brand_category,attribute_name,attribute_value
130470,4907,01E4VCFK870X6YF09B7MGY17T7,emery dress includes distinctive detail soft belt tie around waist smooth v neck ceramic bead ending flowy ankle length cut worn open layer tied equally chic look model cm tall wear size body polyester polyurethane lining polyester,dress,emery,dress,category,onepiece
130501,4908,01E4VCFQW6B0YEG17NAGD9AY25,eclectic print zebra block print flattering cut slightly tinted vertical button tie belt sits smallest part waist thin collar capri dress statement piece season model cm tall wear size body viscose elastane detail polyester polyurethane,dress,capri,dress,category,onepiece
130513,4909,01E4VCE7311YVD7B9QCK5E9Y8D,perfect shade black cotton marries structure scarf bag create inda soft interior optimizes flexibility lightweight feel bag updated larger size practical look body polyamide handle polyurethane polyester trimming plastic,bag,inda,bag,category,accessory
130530,4910,01E4VCFE43R3DB57AEYBHESNBP,influenced simple summer dressing kyra pant made rustic weave white made fit smallest part waist hit bottom ankle perfect pant day night look model cm tall wear size body cotton linen polyester elastane lining polyester detail polyester polyurethane,pant,kyra,pant,category,bottom
130547,4911,01E4VCDXEQG5XJKSZP7FZ47FH9,zefir skirt brings style fit blue timeless yet traditional piece skirt line shape sculpted waistline slit middle easily paired simple top casual look model cm tall wear size body cotton,skirt,zefir,skirt,category,bottom
130576,4912,01E4VDEW4F3QS82A33K3KVDB9Q,comfort blue stretch denim kiki short turn favorite piece easily worn day sneaker night heel model cm tall wear size body cotton elastane lining polyester cotton,skirt short,kiki,skirt short,category,bottom
130588,4913,01E4VDD1HCH9ZTWJVCR1FAABCX,influenced simple summer dressing kyra pant made japanese silk green mould pattern made fit smallest part waist hit bottom ankle perfect pant day night look model cm tall wear size body silk lining polyester,pant,kyra,pant,category,bottom
130616,4914,01E4VDD6DG75MD14MQM8PP2YTH,classic apron dress revisited rita dress combine comfort elegance made lightweight rustic weave also vegan leather trimming along exterior lining belt model cm tall wear size body cotton flax polyester elastane detail polyester polyurethane,dress,rita,dress,category,onepiece
130627,4915,01E4VDDG5XWK391GH6RNTESF3W,vest style burnt orange vegan leather mini dress designed slightly flare bottom cinch waist due sleeveless style easy layer turtleneck underneath model cm tall wear size body polyester polyurethane lining polyester,dress,menphi,dress,category,onepiece
130642,4916,01E4VDE8WGDRY0EY4A6NBPEAG8,ida dress perfect balance casual cool due asymmetrical design vegan leather texture dress designed fit snug side touch mid thigh model cm tall wear size body polyester polyurethane lining polyester,dress,ida,dress,category,onepiece
130673,4917,01E4VD6MENEG3NYK59Y4TWXSKX,season created bomi jacket cropped fit hit bottom back two toned blush pink puffy soft body make perfect bomber jacket cooler weather model cm tall wear size body polyester polyurethane lining polyester padding polyester,outerwear,bomi,outerwear,category,blazerscoatsjackets
130681,4918,01E4VD8A5HKZ0MZ7JPE0HHVAXC,classic apron dress revisited rita dress combine comfort elegance ismade lightweight rustic weave also vegan leather trimming along exterior lining belt model cm tall wear size body cotton linen polyester elastane detail polyester polyurethane button corozo,dress,rita,dress,category,onepiece
130704,4919,01E4VDG34G2SPGX4R231K8833Z,classic chic comfortable fit mixed perfect wash blue stretch denim make ren pant perfect pick nanushka take skinny jean classic cut give figure curved hugged feel still flatters right part model cm tall wear size body cotton elastane lining polyester cotton,pant,ren,pant,category,bottom
130727,4920,01E4VDFFND336CFEG3QNX0VMM7,made light comfortable white felt knit camparo sweater add comfort wardrobe stylish manner slightly oversized yet cropped fit model cm tall wear size body virgin wool polyamide elastane,sweater,camparo,sweater,category,sweater
130749,4921,01E4VD65T1DR0T77R4VZAB024T,hayden jacket shortened feminine version masculine cut made double wool blend new season dark brown houndstooth pattern elongated neck length hitting right hip drawstring tighten loosen based preference model cm tall wear size body wool silk lining polyester,outerwear,hayden,outerwear,category,blazerscoatsjackets
130767,4922,01E4VDDB9E2X6X1HGHMKKWZH1Z,smooth black washed satin lace dress flattering flow along bottom accentuated signature drawstring handmade nanoha ceramic bead ending model cm tall wear size body triacetate polyethylene,dress,akita,dress,category,onepiece
130782,4923,01E4VDB222W8JR275MMXVGJ08K,solo jacket offer boxy style fit made super light blue washed denim featuring front chest pocket hip fit tied together oversized look model cm tall wear size body cotton,shirt,solo,shirt,category,top
130792,4924,01E4VD3DXJ38CAV9SZX7DMNH2D,season taken everyone favorite style invented perfect pair creme pant waist cinching tie belt groovy devore pattern slightly flared leg made velvet model cm tall wear size body silk viscose lining polyester detail cotton,pant,giada,pant,category,bottom
130814,4925,01E4VDA9MW0K5BZKTP4PHRNGSF,rhett shirt cropped yet oversized relaxed fit made blue washed denim perfectly worn casually pair matching bermuda short pant depending style model cm tall wear size body cotton,shirt,rhett,shirt,category,top
130829,4926,01E4VDB6Y7QK65TR9E0EW0Q1J6,mara shirt offer informal beauty purest form made soft wrinkled shirting creme vertical button style collar elongated sleeve tied together built adjustable tie model cm tall wear size body viscose button corozo,shirt,mara,shirt,category,top
130852,4927,01E4VD9PCQ0PT04YNGAVJ1K45K,spun softest lurex knit toli pant come comfortable elastic waistband flared leg dressed model cm tall wear size body viscose metalic fibre,pant,toli,pant,category,bottom
130861,4928,01E4VDCQRSD2YDEFFVGGDCWJC3,dyed new shade white high waisted super wide legged jean perfect fit figure flattering inspired ramos jean dressed depending preference model cm tall wear size body cotton lining polyester cotton,pant,ramos,pant,category,bottom
130885,4929,01E4VDBBTJG99Z678777DXCEF1,flax pant dyed wax green comfortable rayon jersey wide leg high waist fit flattering retro style accentuated drawstring belt handmade ceramic bead hanging end model cm tall wear size body viscose elastane,pant,flax,pant,category,bottom
130905,4930,01E4VDBGPSG8NA2JDQ0Z3PXC8A,alamo coat feminine version masculine cut curated blend softest wool smoothest silk new season dark brown check pattern coat worn everything high turtleneck oversized hoodies model cm tall wear size body wool silk lining polyester,outerwear,alamo,outerwear,category,blazerscoatsjackets
130920,4931,01E4VDAR9HV3TBVJAS1FS4S4CH,zena washed satin dress offer perfect coverage warm day easy flattering piece one shoulder strap slit along side light flowy fit perfect summer night model cm tall wear size body triacetate polyester,dress,zena,dress,category,onepiece
130935,4932,01E4VDC47WKDB3JNZ175S4Y82E,logan jacket made double wool blend new season nude elongated neck slightly flared fit go right hip drawstring tighten loosen based preference model cm tall wear size body wool silk lining polyester,outerwear,logan,outerwear,category,blazerscoatsjackets
130961,4933,01E4VDC97ATQ2M6M550Q1NG9SK,flax washed satin pant dyed fresh mint wide leg high waist fit retro style accentuated drawstring belt handmade ceramic bead hanging end model cm tall wear size body triacetate polyethylene lining polyester,pant,flax,pant,category,bottom
130981,4934,01E4VDCJWM3CFR663JAHYBCJEQ,made signature pleat selah pant simple wardrobe staple high waisted fit cuffed bottom light flow pant work well matching texture top create effortless outfit model cm tall wear size body viscose elastane lining polyester,pant,selah,pant,category,bottom
130989,4935,01E4VDBNS1ERFHB5P7E21BE7JH,classic collared shirt revisited agnes shirt combine comfort elegance made georgette lightweight crepe fabric also vegan leather trimming along cuff collar model cm tall wear size body triacetate polyester detail polyester polyurethane button wood,top,agnes,top,category,top
131010,4936,01E4VC0MJB6ESYYGMG0XSZ8G91,classic collared dress revisited leila dress combine comfort elegance made lightweight crepe fabric georgette also vegan leather trimming along cuff collar waist model cm tall wear size body triacetate polyester detail polyester polyurethane button wood,dress,leila,dress,category,onepiece
131028,4938,01E4VDNWPPZ14B3CHRCQFS2QPV,etta mini dress made smooth mint washed satin lace front designed mid leg cut made string belt ceramic bead end belt allows adjust fit dress preference model cm tall wear size body triacetate polyethylene lining polyester,dress,etta,dress,category,onepiece
131048,4939,01E4VDNJZ39KS611GDC7K17QSM,uniquely light versatile silhouette astero jumpsuit unlike made tech linen creme wear casually day elegantly night making easy pairing accessory model cm tall wear size body triacetate lining polyester,jumpsuit,astero,jumpsuit,category,onepiece
131067,4940,01E4VDP6GDVXZ3BQWK8TF7DX22,sekoya skirt provides modern take simple style made smoothest vegan leather short cut accentuates waist hip leg super comfortable fit model cm tall wear size body polyester polyurethane lining polyester,skirt short,sekoya,skirt short,category,bottom
131086,4941,01E4VDNQVHTY61JK8H8AYD1XF0,made warm weather mind manon top designed soft washed satin season lime shade flowy comfortable stylish shape easily worn matching satin light material perfect day night look model cm tall wear size body triacetate polyester,top,manon,top,category,top
131095,4942,01E4VCCPCBT4VSMQY8KZNK9W4P,molded shell bag shape made signature soai leather lynne bag super cool add wardrobe due versatile shape classic colorway leather,bag,lynne,bag,category,accessory
131115,4943,01E4VCKD4FVYBHQZRMEHNDC297,jax jumpsuit made soft cupro designed comfortable one piece suit completed straight leg silhouette low v neck frayed string belt tied together retro burnt orange tie dye print model cm tall wear size body cupro lining polyester detail acrylic button wood,jumpsuit,jax,jumpsuit,category,onepiece
131133,4944,01E4VCK883TVS3XN8XJTSP9YJB,perfect tone lime washed satin marries structure scarf bag create inda soft interior optimizes flexibility lightweight feel bag body triacetate polyester handle bottom polyurethane polyester trimming ceramic,bag,inda,bag,category,accessory
131152,4945,01E4VCGBPQE843PZY86W47N3VJ,narita washed satin dress offer perfect coverage warm day easy flattering piece spaghetti strap ceramic bead hanging string tie tied together open back ankle length cut model cm tall wear size body triacetate polyethylene lining polyester,dress,narita,dress,category,onepiece
131174,4946,01E4VCJSNW3GHDTHM04PZE2ZJ1,high rise vegan leather yolie short designed comfortable bermuda short silhouette added detail contrasting stitching pair matching top effortless look model cm tall wear size body polyester polyurethane lining polyester,skirt short,yolie,skirt short,category,bottom
131193,4947,01E4VCK3BJ3GPJRZ32HQBCFHBG,simple line ankle length sleeveless dress made every season designed burnt orange tie dye pattern mesh jersey light piece easily layered worn casually elegantly model cm tall wear size body polyester,dress,corinne,dress,category,onepiece
131209,4948,01E4VCGZ0B4RYJWWPR04Q9Q2Q0,dyed perfect shade blue high waisted super wide legged straight jean perfect fit figure flattering inspired amarillo jean dressed depending preference model cm tall wear size body cotton lining polyester cotton,pant,amarillo,pant,category,bottom
131227,4949,01E4VCM0RDWV198A9B42H1B8XA,dyed new shade blue high waisted super wide legged jean perfect fit figure flattering inspired ramos jean dressed depending preference model cm tall wear size body cotton lining polyester cotton,pant,ramos,pant,category,bottom
131243,4950,01E4VCJYRWGQRWD9V02C3NSY84,cropped version zarina skirt gem cut lightweight washed satin line shape form fitting silhouette make perfect versatile yet beautiful piece model cm tall wear size body triacetate polyester,skirt,gem,skirt,category,bottom
131264,4951,01E4VCJAYF35NMPT7SPZSH1XNK,chunky knit made summertime rodi dress perfect layering piece made easy long sleeve asymmetrical cut flowy body model cm tall wear size body cotton polyamide,dress,rodi,dress,category,onepiece
131280,4952,01E4VCJFTNMNEEXX02RBCN56MF,ella shirt oversized relaxed fit made lime washed satin perfectly worn casually pair matching bermuda short pant depending style model cm tall wear size body triacetate polyester,shirt,ella,shirt,category,top
131299,4953,01E4VCJMQN6FGZ8DG4Z489DGX4,soft wrinkled shirting transformed new version classic button designed creme mona dress classic collar elongated length addition waist belt adjust best fit model cm tall wear size body viscose button corozo,dress,mona,dress,category,top
131316,4954,01E4VCNHJNRWNQFP55GB2WA6KH,perfectly elegant retro inspired shirt made soft cupro fabric celes shirt includes classic button cut flowy silhouette tied together bold tie dye print thin collar model cm tall wear size body cupro button wood,shirt,celes,shirt,category,top
131336,4955,01E4VCG6J3DY68DK5M3KXH1ZNV,crafted soft vegan leather updated classic blazer fresh burnt orange color new season cancun blazer ideal piece changing season pair perfectly every wardrobe model cm tall wear size body polyester polyurethane lining polyester button wood,outerwear,cancun,outerwear,category,blazerscoatsjackets
131354,4956,01E4VCMF9REQFT69G1TBT4MHPC,molded mini shell bag shape made signature mint leather lynne bag super cool add wardrobe due versatile shape classic colorway also come detachable strap wrap cross body optimum comfort leather,bag,mini lynne,bag,category,accessory
131365,4957,01E4VCJ626EFTTM5NE60S6CD2D,easy comfortable jogger style pant soft japanese shirting planet pant delicate addition pineapple leather patch side made sustainably pineapple leaf model cm tall wear size body cotton trimming polyester detail pineapple leaf polyactic acid,pant,planet,pant,category,bottom
131387,4958,01E4VCN7QB508PV6VDE7P2WK06,comfort creme stretch denim kiki short turn favorite piece easily worn day sneaker night heel model cm tall wear size body cotton elastane lining cotton,skirt short,kiki,skirt short,category,bottom
131398,4959,01E4VCGTA4WJCHDFG5MDVXTE1Y,sid top offer informal beauty purest form made soft rayon jersey blend wax green vertical button style collar elongated sleeve model cm tall wear size body viscose elastane button wood,shirt,sid,shirt,category,top
131418,4960,01E4VCHWCP3CH5N5AR997JGN7Q,elodia top classic nanushka design reinvented inspired corsa top cool edge sleeveless half add room move freely classic vegan leather fabric comfortable ever model cm tall wear size body polyester polyurethane lining polyester,top,elodia,top,category,top
131436,4961,01E4VCH3WPN6F3DKP1Y52NS6RE,burnt orange vegan leather made bandeau style top comfortable fit dalhia top super versatile cool wear alone tied tightly back layered top contrasting colored shirt model cm tall wear size body polyester polyurethane lining polyester,top,dalhia,top,category,top
131454,4962,01E4VCHDMZVW0NMEJGN0DJYCZY,spun softest felt knit coba pant comfortable elastic waistband adjustable drawstring flattering jogger style leg match easily matching camparo knit model cm tall wear size body virgin wool polyamide elastane,pant,coba,pant,category,bottom
131470,4964,01E4VDPN219XX2WP18TWGVN9NW,made light comfortable sand felt knit camparo sweater add comfort wardrobe stylish manner slightly oversized yet cropped fit model cm tall wear size body virgin wool polyamide elastane,sweater,camparo,sweater,category,sweater
131491,4965,01E4VDR16EEM5KE0SV24HQ6H1F,soft japanese silk transformed new version classic button designed new season green mould pattern mara top classic collar signature length addition waist belt adjust best fit model cm tall wear size body silk,shirt,mara,shirt,category,top
131507,4966,01E4VDPBBXA6BAX9KTPFSZKS05,perfect tone lime washed satin marries structure scarf bag create inda soft interior optimizes flexibility lightweight feel bag updated micro size body triacetate polyester handle bottom polyurethane polyester trimming ceramic,bag,mini inda,bag,category,accessory
131529,4967,01E4VDQDJCFZCZF17J7HKDKCBW,flake wrap jacket open flow long sleeve tied together cinched string belt close piece made faux silver ostriage feather great day night transition piece model cm tall wear size body silk polyester polyamide lining polyester detail cotton button real shell,top,flake,top,category,blazerscoatsjackets
131539,4968,01E4VDRFTX3N2WA0M0X950B3JY,perfect shade beige cotton marries structure scarf bag create inda soft interior optimizes flexibility lightweight feel bag updated larger size practical look body cotton polyamide handle polyurethane polyester trimming plastic,bag,inda,bag,category,accessory
131550,4969,01E4VDR5ZKEHBCC7MFAW7EMJV0,classic chic comfortable fit mixed perfect wash white stretch denim make ren pant perfect pick nanushka take skinny jean classic cut give figure curved hugged feel still flatters right part model cm tall wear size body cotton elastane lining polyester cotton,pant,ren,pant,category,bottom
131573,4970,01E4VDRAW9AG3PYYBSPZF0MV65,louise top offer casual style cool zebra block pattern durable yet flexible feel pleat make ideal piece wear simple pair bottom model cm tall wear size body viscose elastane,top,louise,top,category,top
131590,4971,01E4VDQQB0S9N0S3MX6VHSKNB9,season zebra block pattern made pleat marries structure scarf bag create inda soft interior optimizes flexibility lightweight feel bag updated larger size practical look body viscose elastane lining triacetate polyester handle polyurethane polyester trimming plastic,bag,inda,bag,category,accessory
131602,4972,01E4VDQ8P1M85VMCSSEP4ER48W,black vegan leather made bandeau style top comfortable fit dalhia top super versatile cool wear alone tied tightly back layered top contrasting colored shirt model cm tall wear size body polyester polyurethane lining polyester,top,dalhia,top,category,top
131628,4973,01E4VDPG8VSRXRAWYGAFJ7RA90,influenced simple summer dressing kyra pant made rustic weave taupe made fit smallest part waist hit bottom ankle perfect pant day night look model cm tall wear size body cotton flax polyester elastane lining polyester detail polyester polyurethane,pant,kyra,pant,category,bottom
131641,4974,01E4VDTXW63FQQ0MGE1E7M0Y9W,milo skirt provides modern take simple style made smooth vegan leather skirt tailored accentuate waist hip leg due short cut knotted waist comfortable fit model cm tall wear size body polyester polyurethane lining polyester,skirt,milo,skirt,category,bottom
131654,4975,01E4VDMC0KDY3CYFFW7X51TDSR,light rib knit designed unique form classic halter top wrap around front flattering bandeau chest perfect hot day warm night great comfortable day night dressing model cm tall wear size body viscose nylon,top,tallulah,top,category,top
131679,4976,01E4VDN96WDDYKXR5RX31M4JF5,solo jacket offer boxy style fit made super light white washed denim featuring front chest pocket hip fit tied together oversized look model cm tall wear size body cotton,shirt,solo,shirt,category,blazerscoatsjackets
131688,4977,01E4VDNE639YM27JF6AWG0MMPJ,trench coat inspired style refreshed tan toned wooden button ankle length cut adjustable string belt made signature blush patchwork vegan leather model cm tall wear size body polyester polyurethane lining polyester button wood,dress,manila,dress,category,blazerscoatsjackets
131709,4978,01E4VDWEPFXMDJMZ77R9JKRG58,lubo leather belt bag take street style new dimension stunning smooth texture versatility bag constantly make reach body leather lining polyester trimming zamak,bag,lubo,bag,category,accessory
131720,4979,01E4VDW9TFWSF5DNM1WTTBYQGD,bag season anja bag nanushka way looking classic baguette bag made washed satin new lime shade perfect size put around wrist carry daily necessity triacetate polyester,bag,anja,bag,category,accessory
131735,4980,01E4VDWXBVCMDZAH8CREQ9TT5V,smooth washed satin lace dress flattering flow along bottom accentuated double stitching thin collar signature drawstring along sleeve chest model cm tall wear size body triacetate polyethylene,dress,akita,dress,category,onepiece
131757,4981,01E4VDW519EBGAEH9HZHTTRBDY,cut lightweight langustino washed satin samara skirt perfect versatile yet beautiful piece flattering high waist fit knotted waist flowing slit bottom model cm tall wear size body triacetate polyester,skirt,samara,skirt,category,bottom
131770,4982,01E4VCZKR69TYPRTZD35GPGQ8P,wardrobe basic excite madi jersey top made new season tie dye print mesh jersey tight fit mock neck great every season model cm tall wear size body polyester,top,madi,top,category,top
131788,4983,01E4VCXMC6P6DSM0NYZGPQBGVQ,new look bandeau top laisa made nanushka signature black vegan leather matching black strap adjustable back neck strap tie fit preference model cm tall wear size body polyester polyurethane lining polyester detail viscose elastane,top,laisa,top,category,top
131802,4984,01E4VCVN2MHEB1B4QG9T57C5M0,wardrobe basic excite madi jersey made new season shade wax green soft rayon jersey snug fit mock neck great every season model cm tall wear size body viscose elastane,top,madi,top,category,top
131820,4985,01E4VCTJQ4JZ8SSPB70QWAVE0J,light rustic weave designed unique form classic halter top wrap around front vegan leather trim flattering triangle chest perfect hot day warm night great day night dressing model cm tall wear size body cotton flax polyester elastane lining polyester detail polyester polyurethane,top,sky,top,category,top
131835,4986,01E4VCW3EFVV01XGN0CAT58PEG,uniquely light versatile silhouette astero jumpsuit unlike made tech linen season amazon green wear casually day elegantly night making easy pairing accessory model cm tall wear size body triacetate lining polyester,jumpsuit,astero,jumpsuit,category,onepiece
131859,4987,01E4VCSNANANABA2NPQ1HGFGZ4,inspired early afternoon summer sky bio indigo organic cotton designed pair short flowy soft short easy rope drawstring fit smallest part waist pair matching camp shirt laid back look model cm tall wear size body organic cotton,skirt short,febe,skirt short,category,bottom
131877,4988,01E4VCZ53R6PB8RK0RDTHKQ04A,cut smooth cupro kaden shirt come luscious shade retro burnt orange tie dye cupro fixed rolled sleeve hem mock neck shirt easily transition day night model cm tall wear size body cupro lining polyester button wood,top,kaden,top,category,top
131901,4989,01E4VCST9WXJMC12296MPQF0X2,crafty detail great quality timeless design combined create alex coat made textured canvas leather detailing artisan element make alex coat perfect choice cooler spring day model cm tall wear size body cotton linen lining polyester detail polyurethane,outerwear,alex,outerwear,category,blazerscoatsjackets
131912,4990,01E4VCX5MDB4XC3EMFZ0R1X2GV,zena washed satin dress offer perfect coverage warm day easy flattering piece one shoulder strap slit along side light flowy fit perfect summer night model cm tall wear size body triacetate polyester,dress,zena,dress,category,onepiece
131923,4991,01E4VCYPJ2ZMK172XGV8PF3B4H,made light comfortable chunky knit saio sweater add comfort wardrobe stylish manner slightly oversized fit slit along back great warm night model cm tall wear size body cotton polyamide,sweater,saio,sweater,category,sweater
131941,4992,01E4VCSZ45R8FSC8QJVP9GP2GQ,alamo coat feminine version masculine cut made wool silk blend new season nude coat worn everything high turtleneck oversized hoodies model cm tall wear size body wool silk lining polyester,outerwear,alamo,outerwear,category,blazerscoatsjackets
131959,4993,01E4VCV67PF2597R4HY0QCDHFF,cut lightweight rustic weave asun skirt perfect versatile yet beautiful piece flattering high waist fit short cut vegan leather trim model cm tall wear size body cotton linen polyester elastane lining polyester detail polyester polyurethane,skirt,asun,skirt,category,bottom
131982,4994,01E4VCXY7DDEF9P8X2ANB90KS9,etta mini dress made smooth black washed satin lace front designed mid leg cut made string belt ceramic bead end belt allows adjust fit dress preference model cm tall wear size body triacetate polyethylene lining polyester,dress,etta,dress,category,onepiece
131989,4995,01E4VCVSNYE1CR2KMJ2NQSXDQ4,vest style light khaki vegan leather mini dress designed slightly flare bottom cinch waist thanks sleeveless style easy layer turtleneck underneath please note product slightly different shown product image stitching menphi dress light khaki white shade dress model cm tall wear size body polyester polyurethane lining polyester button wood,dress,menphi,dress,category,onepiece
132008,4996,01E4VCZRNSGRGRPQDH7X1ETSZD,soft wax yellow washed satin make perfectly elegant retro inspired shirt mandine shirt offer classic button cut exposed seam detail along back light colored organic button model cm tall wear size body triacetate polyethylene button real shell,shirt,mandine,shirt,category,top
132030,4997,01E4VCVAZW7WEGPF1FAJYD89JQ,classic collared shirt revisited agnes shirt combine comfort elegance made lightweight crepe fabric georgette also vegan leather trimming along cuff collar model cm tall wear size body triacetate polyester detail polyester polyurethane button wood,top,agnes,top,category,top
132050,4998,01E4VCS1T2KDFY59J4AKAQJV2M,loose knit made summertime rodi dress perfect layering piece made easy long sleeve asymmetrical cut flowy body model cm tall wear size body cotton polyamide,dress,rodi,dress,category,onepiece
132066,4999,01E4VD77ZMHK55K3CH74FHKBFP,delaney skirt provides modern take simple style made creme nomad weave skirt tailored accentuate waist hip leg due short cut comfortable fit model cm tall wear size body cotton lining viscose,skirt short,delaney,skirt short,category,bottom
132082,5000,01E4VD8Y048VH4V5VTCM85W636,made light comfortable chunky knit saio sweater add comfort wardrobe stylish manner slightly oversized fit slit along back great warm night model cm tall wear size body cotton polyamide,sweater,saio,sweater,category,sweater
132103,5001,01E4VD733GVKCRS3NK7MQK96Y0,emery dress includes distinctive detail soft belt tie around waist smooth v neck ceramic bead ending flowy ankle length cut worn open layer tied equally chic look model cm tall wear size body polyester polyurethane lining polyester,dress,emery,dress,category,onepiece
132128,5002,01E4VD7HRA2N2P1NJWZ389YKMZ,logan jacket made double wool blend new season dark brown houndstooth pattern elongated neck slightly flared fit go right hip drawstring tighten loosen based preference model cm tall wear size body wool silk lining polyester,outerwear,logan,outerwear,category,blazerscoatsjackets
132144,5003,01E4VD6Y7EE0B0V425PSNDE8G0,sloan dress flow flattering ankle length crisp creme tech linen fabric slight stomach crop inspired effortless ancient greek dressing add playfulness dress model cm tall wear size body triacetate lining polyester,dress,sloan,dress,category,onepiece
132156,5004,01E4VD7VD7J2EJBFAND05D5P5X,signature white poplin reimagined shorter length tammi shirt influenced mediterranean summer style light material mixed roll sleeve hand made ceramic button make perfect silhouette easy summer dressing model cm tall wear size body cotton elastane trimming ceramic,shirt,tammi,shirt,category,top
132182,5005,01E4VDVHGCMVCV25DS62EXQHVP,light ocelot organic cotton voile designed unique form classic halter top wrap around front flattering chest perfect hot day warm night great day night dressing model cm tall wear size body organic cotton,top,ramona,top,category,top
132201,5006,01E4VDVP858GK9J3JXRD0EVX2E,clara pant offer perfect combination elegant glamour relaxed feel influenced simplicity styling wide leg cinching belt allows pant fit every outfit every style model cm tall wear size body polyester wool viscose elastane lining viscose,pant,clara,pant,category,bottom
132220,5007,01E4VDTAAXEAK8V37N6NJW5377,sekoya skirt provides modern take simple style made smoothest vegan leather skirt tailored accentuate waist hip leg due short cut comfortable fit model cm tall wear size body polyester polyurethane lining polyester,skirt short,sekoya,skirt short,category,bottom
132233,5008,01E4VDRYBJCBK9T1ZXWAW3ET77,soft black washed satin make perfectly elegant yet retro inspired shirt mandine shirt offer classic button cut exposed seam detail along back light colored organic button model cm tall wear size body triacetate polyethylene button real shell,shirt,mandine,shirt,category,top
132251,5009,01E4VDRMM4A7Y1KFCB3RE4KTTP,eddy vegan leather shirt special soft lustrous feel addition western infused double pocket detailing thin collar drawstring belt special ceramic bead ending model cm tall wear size body polyester polyurethane,shirt,eddy,shirt,category,top
132267,5010,01E4VDSHXW8GHBM7YYAGWFZWT4,nanushka nostalgia era translated elongated traditional dress modern front light blue stretch denim jiaye dress worn layered turtleneck underneath model cm tall wear size body cotton elastane lining cotton,dress,jiaye,dress,category,onepiece
132290,5011,01E4VDRSGJMKC059VJPN5KA5Z6,apron style black vegan leather mini dress designed slightly flare bottom cinch waist due sleeveless style easy layer turtleneck underneath model cm tall wear size body polyester polyurethane lining polyester,dress,menphi,dress,category,onepiece
132306,5012,01E4VDS39132TG0MW38S85GGXA,taio shirt oversized relaxed fit made crisp ocelot organic cotton voile perfect worn casually pair matching short pant depending style model cm tall wear size body organic cotton button wood real shell,shirt,taio,shirt,category,top
132328,5013,01E4VDVV4WS477R62P1RBRYZXC,crafted super soft yet lightweight wood tweed updated average blazer cropped style light blond color model cm tall wear size body polyester viscose elastane lining viscose,outerwear,moscot,outerwear,category,blazerscoatsjackets
132341,5014,01E4VDTRZVX4CZ49VRXTRGDJPW,perfect shade black cotton marries structure scarf bag create inda soft interior optimizes flexibility lightweight feel bag updated micro size body polyamide handle polyurethane polyester trimming plastic,bag,mini inda,bag,category,accessory
132355,5015,01E4VDT5EWYVZV03490T90CP71,made new season zebra pattern mesh jersey tight fit long sleeve style upper open back detail make simple top stylish model cm tall wear size body polyester,top,aurelia,top,category,top
132372,5016,01E4VDV2R9BY8G704GASBFRK97,cut lightweight rustic weave asun skirt perfect versatile yet beautiful piece flattering high waist fit short cut vegan leather trim model cm tall wear size body cotton flax polyester elastane lining polyester detail polyester polyurethane,skirt,asun,skirt,category,bottom
132389,5017,01E4VDTF74DRT4MAH5JMQJDM97,season created bomi jacket cropped fit hit bottom back puffy soft body make perfect bomber jacket cooler weather model cm tall wear size body polyester polyurethane lining polyester padding polyester,outerwear,bomi,outerwear,category,blazerscoatsjackets
132409,5018,01E4VDV7TX83BGBCGMW8775RJT,nanushka take skinny jean classic cut ren pant give figure curved hugged feel flatters right part style jean virtually anything perfectly chic calm outfit model cm tall wear size body cotton elastane lining cotton,pant,ren,pant,category,bottom
132425,5019,01E4VDSVNJ499Q9PMYFFE4GAJN,simple line ankle length sleeveless dress made every season designed zebra block pattern mesh jersey light piece easily layered worn casually elegantly model cm tall wear size body polyester,dress,corinne,dress,category,onepiece
132440,5024,01E4VD8RTEJ1FW7KF2AQNPD5G9,milo skirt provides modern take simple style made smooth vegan leather skirt tailored accentuate waist hip leg due short cut knotted waist comfortable fit model cm tall wear size body polyester polyurethane lining polyester,skirt,milo,skirt,category,bottom
132459,5025,01E4VD97F11AMM506P1B8GHFVW,shortened version kora dress high quality cashmere blend rib make great piece cooler weather soft creme tone body extra fine merino wool viscose polyamide cashmere,top,korina,top,category,sweater
132482,5026,01E4VC9MKXA00WJ7A4RZQPJ0VJ,comfortable crew neck cut flowy body smooth creme devore velvet made optimal chicness make sure tie string belt tight cinch waist model cm tall wear size body silk viscose lining polyester detail cotton button real shell,top,pauline,top,category,top
132497,5027,01E4VCC2VYTBB7RS8VK001CDG0,soft mint washed satin make perfectly elegant retro inspired shirt mandine shirt offer classic button cut exposed seam detail along back light colored organic button model cm tall wear size body triacetate polyethylene button real shell,shirt,mandine,shirt,category,top
132513,5028,01E4VCCCKB6TZSNZXG22BT5RZH,zena washed satin dress offer perfect coverage warm day easy flattering piece one shoulder strap slit along side light flowy fit perfect summer night model cm tall wear size body triacetate polyester,dress,zena,dress,category,onepiece
132537,5029,01E4VCA360AJCCS970ZYNDSEAZ,clara pant offer perfect combination elegance relaxed feel influenced simplicity styling wide leg cinching belt allows pant fit every outfit every style model cm tall wear size body polyester viscose elastane lining viscose,pant,clara,pant,category,bottom
